Id,title,era,age
E616/367,Essential Incredible Hulk Vol. 2,The ‘70s,The early ‘70s
E616/368,Incredible Hulk: World’s End,The ‘70s,The early ‘70s
E616/369,Origins Of Marvel Comics,The ‘70s,The early ‘70s
E616/370,Essential Avengers Vol. 3,The ‘70s,The early ‘70s
E616/371,Marvel Masterworks: The Avengers Vol. 7,The ‘70s,The early ‘70s
E616/372,Amazing Spider-Man: To Crush The Kingpin,The ‘70s,The early ‘70s
E616/373,Marvel Masterworks: The Amazing Spider-Man Vol. 8,The ‘70s,The early ‘70s
E616/374,Marvel Masterworks: The Incredible Hulk Vol. 5,The ‘70s,The early ‘70s
E616/375,Marvel Masterworks: Fantastic Four Vol. 9,The ‘70s,The early ‘70s
E616/376,Marvel Legacy: The 1960s Handbook,The ‘70s,The early ‘70s
E616/377,Marvel Comics In The 1960s: An Issue-By-Issue Field Guide To A Pop Culture Phenomenon,The ‘70s,The early ‘70s
E616/378,Marvel Romance,The ‘70s,The early ‘70s
E616/379,Spider-Man: The Secret Story Of Marvel’s World-Famous Wall Crawler,The ‘70s,The early ‘70s
E616/380,Marvel Visionaries: Jim Steranko,The ‘70s,The early ‘70s
E616/381,Marvel Masterworks: The Mighty Thor Vol. 8,The ‘70s,The early ‘70s
E616/382,Captain America: Sentinel Of Liberty (Fireside),The ‘70s,The early ‘70s
E616/383,X-Men Visionaries: Neal Adams,The ‘70s,The early ‘70s
E616/384,Marvel Masterworks: The X-Men Vol. 6,The ‘70s,The early ‘70s
E616/385,Marvel Masterworks: Captain America Vol. 4,The ‘70s,The early ‘70s
E616/386,Marvel Masterworks: Daredevil Vol. 6,The ‘70s,The early ‘70s
E616/387,Iron Man Omnibus Vol. 2,The ‘70s,The early ‘70s
E616/388,Marvel Masterworks: The Invincible Iron Man Vol. 6,The ‘70s,The early ‘70s
E616/389,Marvel Masterworks: The Sub-Mariner Vol. 4,The ‘70s,The early ‘70s
E616/390,Essential Captain America Vol. 2,The ‘70s,The early ‘70s
E616/391,Amazing Spider-Man: Night Of The Prowler,The ‘70s,The early ‘70s
E616/392,Essential Captain Marvel Vol. 1,The ‘70s,The early ‘70s
E616/393,Marvel Masterworks: Captain Marvel Vol. 2,The ‘70s,The early ‘70s
E616/394,Marvel Masterworks: The Avengers Vol. 8,The ‘70s,The early ‘70s
E616/395,Marvel Masterworks: The Amazing Spider-Man Vol. 9,The ‘70s,The early ‘70s
E616/396,Silver Surfer Omnibus Vol. 1,The ‘70s,The early ‘70s
E616/397,Essential Silver Surfer Vol. 1,The ‘70s,The early ‘70s
E616/398,Marvel Masterworks: Silver Surfer Vol. 2,The ‘70s,The early ‘70s
E616/399,Critic’s Choice Magazine: Silver Surfer: An Analysis Of Issues 1-9,The ‘70s,The early ‘70s
E616/400,Essential Spider-Man Vol. 4,The ‘70s,The early ‘70s
E616/401,Marvel Masterworks: Fantastic Four Vol. 10,The ‘70s,The early ‘70s
E616/402,Amazing Spider-Man,The ‘70s,The early ‘70s
E616/403,Marvel Masterworks: The Mighty Thor Vol. 9,The ‘70s,The early ‘70s
E616/404,Avengers: The Origin Of The Vision,The ‘70s,The early ‘70s
E616/405,Spider-Man: The Death Of Captain Stacy,The ‘70s,The early ‘70s
E616/406,Amazing Spider-Man: The Death Of Captain Stacy,The ‘70s,The early ‘70s
E616/407,X-Men Omnibus Vol. 2,The ‘70s,The early ‘70s
E616/408,Essential Daredevil Vol. 3,The ‘70s,The early ‘70s
E616/409,Marvel Masterworks: Captain America Vol. 5,The ‘70s,The early ‘70s
E616/410,Essential Fantastic Four Vol. 5,The ‘70s,The early ‘70s
E616/411,Essential Iron Man Vol. 3,The ‘70s,The early ‘70s
E616/412,Marvel Masterworks: The Avengers Vol. 9,The ‘70s,The early ‘70s
E616/413,Amazing Spider-Man (Fireside),The ‘70s,The early ‘70s
E616/414,Essential Incredible Hulk Vol. 3,The ‘70s,The early ‘70s
E616/415,Marvel Masterworks: The Amazing Spider-Man Vol. 10,The ‘70s,The early ‘70s
E616/416,Incredible Hulk: Featuring A Classic Tale by Harlan Ellison,The ‘70s,The early ‘70s
E616/417,Black Widow: The Sting Of The Widow,The ‘70s,The early ‘70s
E616/418,Marvel Masterworks: Fantastic Four Vol. 11,The ‘70s,The early ‘70s
E616/419,Amazing Spider-Man: In The Grip Of The Goblin,The ‘70s,The early ‘70s
E616/420,Marvel Masterworks: The Mighty Thor Vol. 10,The ‘70s,The early ‘70s
E616/421,The ‘Nam Vol. 1,The ‘70s,The early ‘70s
E616/422,The ‘Nam Vol. 2,The ‘70s,The early ‘70s
E616/423,The ‘Nam Vol. 3,The ‘70s,The early ‘70s
E616/424,The ‘Nam Vol. 1,The ‘70s,The early ‘70s
E616/425,The ‘Nam Vol. 2,The ‘70s,The early ‘70s
E616/426,Punisher Invades The ‘Nam,The ‘70s,The early ‘70s
E616/427,Punisher: Born,The ‘70s,The early ‘70s
E616/428,Marvel Masterworks: The Inhumans Vol. 1,The ‘70s,The early ‘70s
E616/429,Essential Thor Vol. 4,The ‘70s,The early ‘70s
E616/430,Essential Avengers Vol. 4,The ‘70s,The early ‘70s
E616/431,Avengers: The Kree – Skrull War,The ‘70s,The early ‘70s
E616/432,Spider-Man Visionaries: John Romita Sr.,The ‘70s,The early ‘70s
E616/433,Marvel Masterworks: The Avengers Vol. 10,The ‘70s,The early ‘70s
E616/434,Marvel Masterworks: The Amazing Spider-Man Vol. 11,The ‘70s,The early ‘70s
E616/435,Doctor Strange: Master Of The Mystic Arts,The ‘70s,The early ‘70s
E616/436,Amazing Spider-Man: The Spider Slayer,The ‘70s,The early ‘70s
E616/437,Essential Spider-Man Vol. 5,The ‘70s,The early ‘70s
E616/438,Marvel Masterworks: Fantastic Four Vol. 12,The ‘70s,The early ‘70s
E616/439,Essential Captain America Vol. 3,The ‘70s,The early ‘70s
E616/440,Essential Classic X-Men Vol. 3,The ‘70s,The early ‘70s
E616/441,Marvel Masterworks: The X-Men Vol. 7,The ‘70s,The early ‘70s
E616/442,Marvel Masterworks: Doctor Strange Vol. 4,The ‘70s,The early ‘70s
E616/443,Marvel Masterworks: The Avengers Vol. 11,The ‘70s,The early ‘70s
E616/444,Marvel Masterworks: The Amazing Spider-Man Vol. 12,The ‘70s,The early ‘70s
E616/445,Amazing Spider-Man: Countdown To Chaos!,The ‘70s,The early ‘70s
E616/446,Marvel Masterworks: The Defenders Vol. 1,The ‘70s,The early ‘70s
E616/447,Essential Daredevil Vol. 4,The ‘70s,The early ‘70s
E616/448,Spider-Man: The Death Of Gwen Stacy,The ‘70s,The early ‘70s
E616/449,Spider-Man: Death Of The Stacys,The ‘70s,The early ‘70s
E616/450,Marvel Masterworks: Marvel Team-Up Vol. 1,The ‘70s,The early ‘70s
E616/451,Essential Fantastic Four Vol. 6,The ‘70s,The early ‘70s
E616/452,Essential Iron Man Vol. 4,The ‘70s,The early ‘70s
E616/453,Tomb Of Dracula Vol. 1,The ‘70s,The early ‘70s
E616/454,Essential Incredible Hulk Vol. 4,The ‘70s,The early ‘70s
E616/455,Avengers / Defenders War,The ‘70s,The early ‘70s
E616/456,Avengers / Defenders War,The ‘70s,The early ‘70s
E616/457,Essential Avengers Vol. 5,The ‘70s,The early ‘70s
E616/458,Amazing Spider-Man: The Night Gwen Stacy Died,The ‘70s,The early ‘70s
E616/459,Punisher: Year One,The ‘70s,The early ‘70s
E616/460,Essential Thor Vol. 5,The ‘70s,The early ‘70s
E616/461,Vampire Tales Vol. 1,The ‘70s,The early ‘70s
E616/462,Essential Doctor Strange Vol. 2,The ‘70s,The early ‘70s
E616/463,Marvel Masterworks: The Amazing Spider-Man Vol. 13,The ‘70s,The early ‘70s
E616/464,Spider-Man vs. Doctor Octopus,The ‘70s,The early ‘70s
E616/465,Marvel Masterworks: Captain Marvel Vol. 3,The ‘70s,The early ‘70s
E616/466,Essential Defenders Vol. 1,The ‘70s,The early ‘70s
E616/467,Marvel Masterworks: Warlock Vol. 1,The ‘70s,The early ‘70s
E616/468,Essential Marvel Team-Up Vol. 1,The ‘70s,The early ‘70s
E616/469,Tomb Of Dracula Vol. 2,The ‘70s,The early ‘70s
E616/470,Captain America And The Falcon: Secret Empire,The ‘70s,The early ‘70s
E616/471,Amazing Spider-Man: The Punisher Strikes Twice,The ‘70s,The early ‘70s
E616/472,Essential Werewolf By Night Vol. 1,The ‘70s,The early ‘70s
E616/473,The Life Of Captain Marvel,The ‘70s,The early ‘70s
E616/474,Essential The Tomb Of Dracula Vol. 1,The ‘70s,The early ‘70s
E616/475,Essential Spider-Man Vol. 6,The ‘70s,The early ‘70s
E616/476,Marvel Masterworks: The Defenders Vol. 2,The ‘70s,The early ‘70s
E616/477,Vampire Tales Vol. 2,The ‘70s,The early ‘70s
E616/478,Spider-Man: His Greatest Team-Up Battles,The ‘70s,The early ‘70s
E616/479,Doctor Strange: A Separate Reality,The ‘70s,The early ‘70s
E616/480,Hulk Annual,The ‘70s,The early ‘70s
E616/481,Essential Man-Thing Vol. 1,The ‘70s,The early ‘70s
E616/482,Giant-Size Marvel,The ‘70s,The early ‘70s
E616/483,Essential Tales Of The Zombie Vol. 1,The ‘70s,The early ‘70s
E616/484,Tomb Of Dracula Omnibus Vol. 1,The ‘70s,The early ‘70s
E616/485,Tomb Of Dracula Vol. 3,The ‘70s,The early ‘70s
E616/486,Amazing Spider-Man: The Green Goblin Lives Again,The ‘70s,The early ‘70s
E616/487,Avengers: Celestial Madonna,The ‘70s,The early ‘70s
E616/488,Essential Captain America Vol. 4,The ‘70s,The early ‘70s
E616/489,Captain America And The Falcon: Nomad,The ‘70s,The early ‘70s
E616/490,Essential Fantastic Four Vol. 7,The ‘70s,The early ‘70s
E616/491,Essential Daredevil Vol. 5,The ‘70s,The early ‘70s
E616/492,Essential Monster Of Frankenstein Vol. 1,The ‘70s,The early ‘70s
E616/493,Incredible Hulk: A Man-Brute Berserk,The ‘70s,The early ‘70s
E616/494,"Essential Luke Cage, Power Man Vol. 1",The ‘70s,The early ‘70s
E616/495,Marvel Masterworks: The X-Men Vol. 8,The ‘70s,The early ‘70s
E616/496,Essential Avengers Vol. 6,The ‘70s,The early ‘70s
E616/497,Guardians Of The Galaxy: Earth Shall Overcome,The ‘70s,The early ‘70s
E616/498,Marvel Masterworks: Iron Fist Vol. 1,The ‘70s,The late ‘70s
E616/499,Spider-Man: Clone Genesis,The ‘70s,The late ‘70s
E616/500,Classic Punisher,The ‘70s,The late ‘70s
E616/501,Superman Vs. The Amazing Spider-Man,The ‘70s,The late ‘70s
E616/502,Marvel Masterworks: Doctor Strange Vol. 5,The ‘70s,The late ‘70s
E616/503,Avengers: The Coming Of The Beast,The ‘70s,The late ‘70s
E616/504,Avengers: The Serpent Crown,The ‘70s,The late ‘70s
E616/505,Essential Incredible Hulk Vol. 5,The ‘70s,The late ‘70s
E616/506,X-Men First Class: Tomorrow’s Brightest,The ‘70s,The late ‘70s
E616/507,X-Men First Class: Mutant Mayhem,The ‘70s,The late ‘70s
E616/508,X-Men First Class: Band Of Brothers,The ‘70s,The late ‘70s
E616/509,X-Men First Class: The Wonder Years,The ‘70s,The late ‘70s
E616/510,X-Men: First Class Vol. 1,The ‘70s,The late ‘70s
E616/511,X-Men: First Class Vol. 2,The ‘70s,The late ‘70s
E616/512,X-Men First Class: Finals,The ‘70s,The late ‘70s
E616/513,Marvel Masterworks: The Uncanny X-Men Vol. 1,The ‘70s,The late ‘70s
E616/514,Essential Captain America Vol. 5,The ‘70s,The late ‘70s
E616/515,Captain America And The Falcon: Madbomb,The ‘70s,The late ‘70s
E616/516,Essential Captain Marvel Vol. 2,The ‘70s,The late ‘70s
E616/517,Essential Spider-Man Vol. 7,The ‘70s,The late ‘70s
E616/518,Stan Lee Presents The Mighty Marvel Comics Strength And Fitness Book,The ‘70s,The late ‘70s
E616/519,Essential Ghost Rider Vol. 1,The ‘70s,The late ‘70s
E616/520,Essential The Tomb Of Dracula Vol. 2,The ‘70s,The late ‘70s
E616/521,Thing: Liberty Legion,The ‘70s,The late ‘70s
E616/522,X-Men: Enter The Phoenix,The ‘70s,The late ‘70s
E616/523,Marvel Masterworks: The Black Panther Vol. 1,The ‘70s,The late ‘70s
E616/524,Essential Marvel Team-Up Vol. 2,The ‘70s,The late ‘70s
E616/525,Thor: If Asgard Should Perish,The ‘70s,The late ‘70s
E616/526,Essential Defenders Vol. 2,The ‘70s,The late ‘70s
E616/527,The Superhero Women,The ‘70s,The late ‘70s
E616/528,Captain America: Bicentennial Battles,The ‘70s,The late ‘70s
E616/529,Uncanny X-Men: Second Genesis,The ‘70s,The late ‘70s
E616/530,Champions Classic Vol. 1,The ‘70s,The late ‘70s
E616/531,Essential Marvel Two-In-One Vol. 1,The ‘70s,The late ‘70s
E616/532,Essential Werewolf By Night Vol. 2,The ‘70s,The late ‘70s
E616/533,Marvel Masterworks: Warlock Vol. 2,The ‘70s,The late ‘70s
E616/534,Captain Britain Vol. 1: Birth Of A Legend,The ‘70s,The late ‘70s
E616/535,Eternals by Jack Kirby Vol. 1,The ‘70s,The late ‘70s
E616/536,The Best Of Spidey Super Stories,The ‘70s,The late ‘70s
E616/537,Essential Fantastic Four Vol. 8,The ‘70s,The late ‘70s
E616/538,Captain Britain Vol. 1: Birth Of A Legend HC,The ‘70s,The late ‘70s
E616/539,Marvel Masterworks: The Inhumans Vol. 2,The ‘70s,The late ‘70s
E616/540,Guardians Of The Galaxy: The Power Of Starhawk,The ‘70s,The late ‘70s
E616/541,Captain Britain Vol. 2: Hero Reborn,The ‘70s,The late ‘70s
E616/542,Essential Avengers Vol. 7,The ‘70s,The late ‘70s
E616/543,Fantastic Four Visionaries: George Perez Vol. 1,The ‘70s,The late ‘70s
E616/544,Stan Lee Presents The Mighty Marvel Superheroes’ Cookbook,The ‘70s,The late ‘70s
E616/545,Captain America by Jack Kirby Omnibus Vol. 1,The ‘70s,The late ‘70s
E616/546,Captain America And The Falcon: The Swine,The ‘70s,The late ‘70s
E616/547,Essential Marvel Horror Vol. 2,The ‘70s,The late ‘70s
E616/548,Thor: The Quest for Odin,The ‘70s,The late ‘70s
E616/549,What If? Classic Vol. 1,The ‘70s,The late ‘70s
E616/550,Black Panther By Jack Kirby,The ‘70s,The late ‘70s
E616/551,Eternals by Jack Kirby Vol. 2,The ‘70s,The late ‘70s
E616/552,Eternals Omnibus,The ‘70s,The late ‘70s
E616/553,Silver Surfer: The Ultimate Cosmic Experience,The ‘70s,The late ‘70s
E616/554,Essential Iron Fist Vol. 1,The ‘70s,The late ‘70s
E616/555,"Essential Luke Cage, Power Man Vol. 2",The ‘70s,The late ‘70s
E616/556,Marvel Masterworks: The Uncanny X-Men Vol. 2,The ‘70s,The late ‘70s
E616/557,X-Men Vignettes Vol. 1,The ‘70s,The late ‘70s
E616/558,Critic’s Choice File Looks At The X-Men,The ‘70s,The late ‘70s
E616/559,Avengers: Ultron Unleashed,The ‘70s,The late ‘70s
E616/560,Champions Classic Vol. 2,The ‘70s,The late ‘70s
E616/561,Spider-Man: A New Goblin,The ‘70s,The late ‘70s
E616/562,Essential Doctor Strange Vol. 3,The ‘70s,The late ‘70s
E616/563,Essential Defenders Vol. 3,The ‘70s,The late ‘70s
E616/564,"Spider-Man 2: Together With Thor, Havok, And The Man-Thing",The ‘70s,The late ‘70s
E616/565,Essential Incredible Hulk Vol. 6,The ‘70s,The late ‘70s
E616/566,Incredible Hulk: The Secret Story Of Marvel’s Gamma-Powered Goliath,The ‘70s,The late ‘70s
E616/567,Essential Howard The Duck Vol. 1,The ‘70s,The late ‘70s
E616/568,Marvel Visionaries: Jack Kirby Vol. 1,The ‘70s,The late ‘70s
E616/569,Marvel Visionaries: Jack Kirby Vol. 2,The ‘70s,The late ‘70s
E616/570,Essential Spider-Man Vol. 8,The ‘70s,The late ‘70s
E616/571,Avengers Legends Vol. 2: The Korvac Saga,The ‘70s,The late ‘70s
E616/572,Avengers: The Korvac Saga,The ‘70s,The late ‘70s
E616/573,Spider-Woman Pocket Book,The ‘70s,The late ‘70s
E616/574,What If? Classic Vol. 2,The ‘70s,The late ‘70s
E616/575,Devil Dinosaur Omnibus,The ‘70s,The late ‘70s
E616/576,Thor: Ragnarok,The ‘70s,The late ‘70s
E616/577,The X-Men,The ‘70s,The late ‘70s
E616/578,Uncanny X-Men: Magneto Triumphant,The ‘70s,The late ‘70s
E616/579,Black Panther By Jack Kirby Vol. 2,The ‘70s,The late ‘70s
E616/580,Fantastic Four: The Secret Story Of Marvel’s Cosmic Quartet,The ‘70s,The late ‘70s
E616/581,Essential Captain America Vol. 6,The ‘70s,The late ‘70s
E616/582,Mighty Marvel Team-Up Thrillers,The ‘70s,The late ‘70s
E616/583,Essential X-Men Vol. 1,The ‘70s,The late ‘70s
E616/584,Essential Marvel Horror Vol. 1,The ‘70s,The late ‘70s
E616/585,Essential Nova Vol. 1,The ‘70s,The late ‘70s
E616/586,Essential Marvel Team-Up Vol. 3,The ‘70s,The late ‘70s
E616/587,Marvel Masterworks: The Uncanny X-Men Vol. 3,The ‘70s,The late ‘70s
E616/588,X-Men Vignettes Vol. 2,The ‘70s,The late ‘70s
E616/589,"Essential Peter Parker, The Spectacular Spider-Man Vol. 1",The ‘70s,The late ‘70s
E616/590,Essential Marvel Two-In-One Vol. 2,The ‘70s,The late ‘70s
E616/591,Essential The Rampaging Hulk Vol. 1,The ‘70s,The late ‘70s
E616/592,Essential Godzilla,The ‘70s,The late ‘70s
E616/593,Night Raven: The Collected Stories,The ‘70s,The late ‘70s
